r,g,b,r_255,g_255,b_255,weight,source_index
0.596078431372549,0.6235294117647059,0.4823529411764706,152.0,159.0,123.0,387.0018453686016,265451
0.6431372549019608,0.6235294117647059,0.4588235294117647,164.0,159.0,117.0,338.00161171727996,187635
0.9098039215686274,0.8156862745098039,0.7803921568627451,232.0,208.0,199.0,162.00077247987974,1019035
0.8352941176470589,0.8745098039215686,0.8705882352941177,213.0,223.0,222.0,281.00133991880375,867837
0.8941176470588236,0.9098039215686274,0.8705882352941177,228.0,232.0,222.0,159.00075817469678,557786
0.8235294117647058,0.8627450980392157,0.8784313725490196,210.0,220.0,224.0,1870.0089168973773,810580
0.8784313725490196,0.8705882352941177,0.8745098039215686,224.0,222.0,223.0,2.000009536788639,888985
0.8627450980392157,0.8941176470588236,0.9019607843137255,220.0,228.0,230.0,2449.011677797688,808303
0.8862745098039215,0.9098039215686274,0.9098039215686274,226.0,232.0,232.0,1974.0094128103865,661787
0.6274509803921569,0.37254901960784315,0.2901960784313726,160.0,95.0,74.0,4.000019073577278,1015010
0.6235294117647059,0.4,0.3176470588235294,159.0,102.0,81.0,2149.0102472793924,937047
0.5294117647058824,0.34901960784313724,0.3803921568627451,135.0,89.0,97.0,322.00153542297085,917655
0.24705882352941178,0.5058823529411764,0.6431372549019608,63.0,129.0,164.0,2.000009536788639,925669
0.4823529411764706,0.6549019607843137,0.7529411764705882,123.0,167.0,192.0,13.000061989126152,168232
0.49019607843137253,0.5019607843137255,0.23529411764705882,125.0,128.0,60.0,1.0000047683943194,906169
0.24705882352941178,0.396078431372549,0.5137254901960784,63.0,101.0,131.0,182.00086784776613,464488
0.1803921568627451,0.3176470588235294,0.16862745098039217,46.0,81.0,43.0,2385.0113726204518,145294
0.1843137254901961,0.2980392156862745,0.19215686274509805,47.0,76.0,49.0,3305.0157595432256,178849
0.2235294117647059,0.30980392156862746,0.19215686274509805,57.0,79.0,49.0,4461.021271807059,352981
0.1843137254901961,0.3137254901960784,0.2,47.0,80.0,51.0,242.0011539514253,158525
0.2627450980392157,0.12156862745098039,0.03529411764705882,67.0,31.0,9.0,141.00067234359904,790293
0.49411764705882355,0.23529411764705882,0.0196078431372549,126.0,60.0,5.0,1556.007419621561,796431
0.25098039215686274,0.12156862745098039,0.14901960784313725,64.0,31.0,38.0,25.000119209857985,907429
0.4470588235294118,0.23921568627450981,0.20392156862745098,114.0,61.0,52.0,3319.015826300746,948283
0.6078431372549019,0.7647058823529411,0.7843137254901961,155.0,195.0,200.0,8.000038147154555,170506
0.7019607843137254,0.8196078431372549,0.8745098039215686,179.0,209.0,223.0,16.00007629430911,873003
0.7333333333333333,0.9019607843137255,0.9215686274509803,187.0,230.0,235.0,2.000009536788639,854363
0.6196078431372549,0.6196078431372549,0.7490196078431373,158.0,158.0,191.0,2.000009536788639,901964
0.6196078431372549,0.6901960784313725,0.7490196078431373,158.0,176.0,191.0,270.00128746646624,952133
0.20392156862745098,0.17647058823529413,0.15294117647058825,52.0,45.0,39.0,12063.057521140676,737798
0.23529411764705882,0.19215686274509805,0.1568627450980392,60.0,49.0,40.0,4529.021596057873,722472
0.17647058823529413,0.1843137254901961,0.18823529411764706,45.0,47.0,48.0,5045.024056549341,425383
0.19607843137254902,0.1843137254901961,0.19215686274509805,50.0,47.0,49.0,406.0019359680937,591346
0.17647058823529413,0.21176470588235294,0.23921568627450981,45.0,54.0,61.0,2884.013752049217,208355
0.18823529411764706,0.2,0.22745098039215686,48.0,51.0,58.0,7303.034823583715,854387
0.2980392156862745,0.25098039215686274,0.1843137254901961,76.0,64.0,47.0,129.0006151228672,704122
0.3607843137254902,0.2823529411764706,0.1843137254901961,92.0,72.0,47.0,325.0015497281538,711333
0.34901960784313724,0.3686274509803922,0.1803921568627451,89.0,94.0,46.0,156.00074386951383,717530
0.2823529411764706,0.25098039215686274,0.23921568627450981,72.0,64.0,61.0,2522.0120258904735,275756
0.3137254901960784,0.25882352941176473,0.20392156862745098,80.0,66.0,52.0,6544.031204372426,583992
0.3254901960784314,0.37254901960784315,0.19215686274509805,83.0,95.0,49.0,1520.0072479593655,232480
0.33725490196078434,0.41568627450980394,0.1803921568627451,86.0,106.0,46.0,6585.031399876593,537425
0.3058823529411765,0.4392156862745098,0.1803921568627451,78.0,112.0,46.0,110.00052452337513,428877
0.3137254901960784,0.45098039215686275,0.1843137254901961,80.0,115.0,47.0,946.0045109010262,435040
0.30980392156862746,0.3764705882352941,0.19607843137254902,79.0,96.0,50.0,14408.068703025354,581425
0.30980392156862746,0.44313725490196076,0.20392156862745098,79.0,113.0,52.0,91.00043392388307,392011
0.32941176470588235,0.45098039215686275,0.18823529411764706,84.0,115.0,48.0,1266.0060367872084,444250
0.7490196078431373,0.7725490196078432,0.796078431372549,191.0,197.0,203.0,8969.04276772865,980324
0.8117647058823529,0.803921568627451,0.796078431372549,207.0,205.0,203.0,731.0034856962475,847903
0.803921568627451,0.8156862745098039,0.7725490196078432,205.0,208.0,197.0,402.0019168945164,830884
0.8274509803921568,0.8196078431372549,0.807843137254902,211.0,209.0,206.0,566.0026989111848,285950
0.8196078431372549,0.803921568627451,0.8117647058823529,209.0,205.0,207.0,156.00074386951383,924954
0.8352941176470589,0.8509803921568627,0.8627450980392157,213.0,217.0,220.0,7483.035681894692,817597
0.12156862745098039,0.2549019607843137,0.34901960784313724,31.0,65.0,89.0,17.00008106270343,554629
0.24705882352941178,0.3803921568627451,0.2823529411764706,63.0,97.0,72.0,18.00008583109775,223808
0.11372549019607843,0.26666666666666666,0.4470588235294118,29.0,68.0,114.0,6.000028610365916,162074
0.24705882352941178,0.39215686274509803,0.4980392156862745,63.0,100.0,127.0,124.0005912808956,498246
0.36470588235294116,0.5019607843137255,0.5411764705882353,93.0,128.0,138.0,378.00180245305273,242177
0.49019607843137253,0.6274509803921569,0.5372549019607843,125.0,160.0,137.0,6.000028610365916,203311
0.3137254901960784,0.5176470588235295,0.6470588235294118,80.0,132.0,165.0,118.00056267052969,903082
0.4980392156862745,0.5686274509803921,0.6470588235294118,127.0,145.0,165.0,2585.0123262993156,972109
0.4980392156862745,0.6274509803921569,0.6509803921568628,127.0,160.0,166.0,80.00038147154555,417305
0.3607843137254902,0.5176470588235295,0.43137254901960786,92.0,132.0,110.0,12.000057220731833,130529
0.4235294117647059,0.5490196078431373,0.4,108.0,140.0,102.0,3549.0169230314395,495324
0.054901960784313725,0.03137254901960784,0.027450980392156862,14.0,8.0,7.0,4967.023684614584,830178
0.09019607843137255,0.050980392156862744,0.0392156862745098,23.0,13.0,10.0,9033.043072905886,903920
0.058823529411764705,0.06274509803921569,0.058823529411764705,15.0,16.0,15.0,2.000009536788639,836007
0.11764705882352941,0.0784313725490196,0.054901960784313725,30.0,20.0,14.0,2063.009837197481,895731
0.050980392156862744,0.050980392156862744,0.06666666666666667,13.0,13.0,17.0,1421.0067758883279,415112
0.06274509803921569,0.058823529411764705,0.06666666666666667,16.0,15.0,17.0,786.003747957935,580078
0.058823529411764705,0.06274509803921569,0.08627450980392157,15.0,16.0,22.0,644.0030708459417,859598
0.2627450980392157,0.3686274509803922,0.5137254901960784,67.0,94.0,131.0,37.00017643058982,441912
0.3764705882352941,0.37254901960784315,0.5098039215686274,96.0,95.0,130.0,2.000009536788639,895539
0.2980392156862745,0.49411764705882355,0.6274509803921569,76.0,126.0,160.0,24.000114441463666,170280
0.403921568627451,0.48627450980392156,0.6235294117647059,103.0,124.0,159.0,16.00007629430911,864661
0.6588235294117647,0.6392156862745098,0.6235294117647059,168.0,163.0,159.0,5195.024771808489,128347
0.6901960784313725,0.6509803921568628,0.6823529411764706,176.0,166.0,174.0,2581.0123072257384,1033808
0.6784313725490196,0.6901960784313725,0.6313725490196078,173.0,176.0,161.0,784.0037384211464,591555
0.6980392156862745,0.6901960784313725,0.6666666666666666,178.0,176.0,170.0,1466.0069904660722,344717
0.6823529411764706,0.6784313725490196,0.7254901960784313,174.0,173.0,185.0,8873.042309962795,901474
0.6862745098039216,0.6549019607843137,0.6862745098039216,175.0,167.0,175.0,2740.013065400435,1030740
0.6549019607843137,0.7019607843137254,0.7372549019607844,167.0,179.0,188.0,9827.046859010978,963566
0.7176470588235294,0.6941176470588235,0.7333333333333333,183.0,177.0,187.0,8280.039482304965,1000970
0.3764705882352941,0.41568627450980394,0.2784313725490196,96.0,106.0,71.0,4490.021410090494,513060
0.49411764705882355,0.4,0.2823529411764706,126.0,102.0,72.0,3847.0183440129467,677193
0.43137254901960786,0.4549019607843137,0.2980392156862745,110.0,116.0,76.0,10305.04913830346,570481
0.45098039215686275,0.4588235294117647,0.25098039215686274,115.0,117.0,64.0,5426.025873307577,192544
0.4235294117647059,0.3843137254901961,0.34901960784313724,108.0,98.0,89.0,1270.0060558607856,681597
0.45098039215686275,0.43137254901960786,0.37254901960784315,115.0,110.0,95.0,1945.0092745269512,279842
0.43137254901960786,0.4666666666666667,0.3333333333333333,110.0,119.0,85.0,4046.0192929234163,470021
0.4392156862745098,0.4627450980392157,0.3176470588235294,112.0,118.0,81.0,7825.037312685549,483452
0.058823529411764705,0.10196078431372549,0.3254901960784314,15.0,26.0,83.0,75.00035762957395,956326
0.1568627450980392,0.11764705882352941,0.2784313725490196,40.0,30.0,71.0,4.000019073577278,944002
0.09803921568627451,0.16470588235294117,0.26666666666666666,25.0,42.0,68.0,422.0020122624028,235048
0.11764705882352941,0.2235294117647059,0.38823529411764707,30.0,57.0,99.0,20.000095367886388,149770
0.12941176470588237,0.23921568627450981,0.396078431372549,33.0,61.0,101.0,77.0003671663626,154895
0.6588235294117647,0.5450980392156862,0.4196078431372549,168.0,139.0,107.0,3310.015783385197,702788
0.7098039215686275,0.5058823529411764,0.43529411764705883,181.0,129.0,111.0,271.00129223486056,906271
0.6352941176470588,0.6,0.4196078431372549,162.0,153.0,107.0,6004.028629439494,171254
0.7254901960784313,0.5607843137254902,0.4235294117647059,185.0,143.0,108.0,80.00038147154555,755431
0.6470588235294118,0.5058823529411764,0.47058823529411764,165.0,129.0,120.0,3907.018630116606,1007207
0.7019607843137254,0.5294117647058824,0.4823529411764706,179.0,135.0,123.0,1547.007376706012,937014
0.6862745098039216,0.6039215686274509,0.4823529411764706,175.0,154.0,123.0,2032.009689377257,80151
0.5019607843137255,0.5215686274509804,0.3803921568627451,128.0,133.0,97.0,6619.031562002,469080
0.5803921568627451,0.5176470588235295,0.39215686274509803,148.0,132.0,100.0,5617.026784070892,734857
0.5411764705882353,0.5803921568627451,0.4196078431372549,138.0,148.0,107.0,4977.023732298528,297158
0.615686274509804,0.5647058823529412,0.39215686274509803,157.0,144.0,100.0,4567.021777256857,51545
0.5137254901960784,0.5058823529411764,0.4980392156862745,131.0,129.0,127.0,1020.0048637622058,282886
0.6078431372549019,0.5019607843137255,0.45098039215686275,155.0,128.0,115.0,1272.0060653975743,926274
0.5490196078431373,0.5686274509803921,0.48627450980392156,140.0,145.0,124.0,2293.0109339281744,368092
0.6,0.611764705882353,0.4549019607843137,153.0,156.0,116.0,7857.0374652741675,223476
0.6784313725490196,0.7607843137254902,0.7764705882352941,173.0,194.0,198.0,211.0010061312014,102778
0.6823529411764706,0.8117647058823529,0.7803921568627451,174.0,207.0,199.0,2.000009536788639,236108
0.7372549019607844,0.8156862745098039,0.807843137254902,188.0,208.0,206.0,21.000100136280707,126420
0.6823529411764706,0.7607843137254902,0.8156862745098039,174.0,194.0,208.0,72.000343324391,867722
0.7254901960784313,0.7803921568627451,0.8156862745098039,185.0,199.0,208.0,9435.044989800404,680995
0.6666666666666666,0.8274509803921568,0.8431372549019608,170.0,211.0,215.0,2.000009536788639,162300
0.7450980392156863,0.8352941176470589,0.8313725490196079,190.0,213.0,212.0,119.00056743892401,172553
0.2784313725490196,0.1843137254901961,0.17254901960784313,71.0,47.0,44.0,2464.011749323603,893382
0.37254901960784315,0.1607843137254902,0.1568627450980392,95.0,41.0,40.0,958.004568121758,997572
0.26666666666666666,0.20784313725490197,0.17647058823529413,68.0,53.0,45.0,8469.04038353149,569729
0.3176470588235294,0.23921568627450981,0.1843137254901961,81.0,61.0,47.0,4913.023427121291,617859
0.2784313725490196,0.16470588235294117,0.21568627450980393,71.0,42.0,55.0,135.00064373323312,928951
0.35294117647058826,0.1803921568627451,0.18823529411764706,90.0,46.0,48.0,70.00033378760236,969909
0.2901960784313726,0.24313725490196078,0.20784313725490197,74.0,62.0,53.0,4523.021567447507,714324
0.3607843137254902,0.22745098039215686,0.20784313725490197,92.0,58.0,53.0,4092.019512269555,975413
0.7529411764705882,0.596078431372549,0.5607843137254902,192.0,152.0,143.0,561.0026750692132,984125
0.7764705882352941,0.6235294117647059,0.5686274509803921,198.0,159.0,145.0,934.0044536802943,1018102
0.8745098039215686,0.7215686274509804,0.6588235294117647,223.0,184.0,168.0,10.000047683943194,978097
0.6274509803921569,0.6745098039215687,0.7803921568627451,160.0,172.0,199.0,23.000109673069346,859474
0.6941176470588235,0.6470588235294118,0.7529411764705882,177.0,165.0,192.0,1.0000047683943194,901963
0.6666666666666666,0.7254901960784313,0.7686274509803922,170.0,185.0,196.0,6225.029683254638,757801
0.7019607843137254,0.7137254901960784,0.7490196078431373,179.0,182.0,191.0,15291.072913517539,993688
0.6431372549019608,0.7450980392156863,0.8196078431372549,164.0,190.0,209.0,27.000128746646624,882544
0.7333333333333333,0.7333333333333333,0.8235294117647058,187.0,187.0,210.0,7.000033378760236,829713
0.5215686274509804,0.43137254901960786,0.2901960784313726,133.0,110.0,74.0,3241.015454365989,65578
0.5843137254901961,0.4,0.2784313725490196,149.0,102.0,71.0,811.003867167793,801548
0.5372549019607843,0.4666666666666667,0.2980392156862745,137.0,119.0,76.0,2966.0141430575513,103452
0.5686274509803921,0.4980392156862745,0.27450980392156865,145.0,127.0,70.0,202.00096321565252,862043
0.5254901960784314,0.42745098039215684,0.3137254901960784,134.0,109.0,80.0,2651.0126410133407,771669
0.5803921568627451,0.42745098039215684,0.3686274509803922,148.0,109.0,94.0,4752.022659409806,843784
0.5450980392156862,0.4588235294117647,0.3215686274509804,139.0,117.0,82.0,2141.010209132238,697030
0.5803921568627451,0.47058823529411764,0.34901960784313724,148.0,120.0,89.0,3930.0187397896752,39037
0.5333333333333333,0.5215686274509804,0.2980392156862745,136.0,133.0,76.0,3945.01881131559,178261
0.5607843137254902,0.5176470588235295,0.30980392156862746,143.0,132.0,79.0,673.003209129377,138269
0.5568627450980392,0.5647058823529412,0.30980392156862746,142.0,144.0,79.0,18.00008583109775,205987
0.5843137254901961,0.5647058823529412,0.3058823529411765,149.0,144.0,78.0,24.000114441463666,791325
0.5372549019607843,0.5450980392156862,0.35294117647058826,137.0,139.0,90.0,3292.0156975540995,76158
0.5803921568627451,0.5529411764705883,0.3176470588235294,148.0,141.0,81.0,6063.0289107747585,177289
0.5098039215686274,0.5607843137254902,0.3411764705882353,130.0,143.0,87.0,1087.0051832446252,261298
0.592156862745098,0.5843137254901961,0.34901960784313724,151.0,149.0,89.0,2602.012407362019,206018
0.12549019607843137,0.058823529411764705,0.0196078431372549,32.0,15.0,5.0,52.00024795650461,718546
0.2235294117647059,0.054901960784313725,0.058823529411764705,57.0,14.0,15.0,1.0000047683943194,1005684
0.1568627450980392,0.07450980392156863,0.0196078431372549,40.0,19.0,5.0,2858.013628070965,755423
0.21568627450980393,0.10588235294117647,0.027450980392156862,55.0,27.0,7.0,1607.0076628096713,774895
0.1411764705882353,0.050980392156862744,0.0784313725490196,36.0,13.0,20.0,8.000038147154555,877107
0.12941176470588237,0.10980392156862745,0.10588235294117647,33.0,28.0,27.0,11708.055828360692,515443
0.22745098039215686,0.12156862745098039,0.09803921568627451,58.0,31.0,25.0,1054.0050258876126,915202
0.4196078431372549,0.2784313725490196,0.2627450980392157,107.0,71.0,67.0,2431.0115919665905,984682
0.4627450980392157,0.27058823529411763,0.2823529411764706,118.0,69.0,72.0,1871.0089216657716,918702
0.42745098039215684,0.3137254901960784,0.28627450980392155,109.0,80.0,73.0,3521.0167895163986,954930
0.4745098039215686,0.3686274509803922,0.2627450980392157,121.0,94.0,67.0,4813.022950281859,17506
0.39215686274509803,0.29411764705882354,0.3137254901960784,100.0,75.0,80.0,476.00226975569603,976541
0.4588235294117647,0.3058823529411765,0.3333333333333333,117.0,78.0,85.0,246.00117302500257,982568
0.3764705882352941,0.36470588235294116,0.3686274509803922,96.0,93.0,94.0,1134.0054073591582,268724
0.47843137254901963,0.32941176470588235,0.34901960784313724,122.0,84.0,89.0,1251.0059652612936,1008986
0.1450980392156863,0.2549019607843137,0.13333333333333333,37.0,65.0,34.0,7634.036401922234,114663
0.17254901960784313,0.2784313725490196,0.15294117647058825,44.0,71.0,39.0,1951.0093031373171,373522
0.14901960784313725,0.2823529411764706,0.15294117647058825,38.0,72.0,39.0,277.0013208452265,114573
0.17647058823529413,0.28627450980392155,0.14901960784313725,45.0,73.0,38.0,1490.007104907536,341810
0.13333333333333333,0.25098039215686274,0.1803921568627451,34.0,64.0,46.0,12708.060596755011,90892
0.1843137254901961,0.26666666666666666,0.16470588235294117,47.0,68.0,42.0,17679.084300443174,232335
0.15294117647058825,0.28627450980392155,0.1607843137254902,39.0,73.0,41.0,1662.0079250713588,69488
0.17254901960784313,0.2980392156862745,0.1607843137254902,44.0,76.0,41.0,15110.072050438166,119754
0.050980392156862744,0.13725490196078433,0.1843137254901961,13.0,35.0,47.0,1.0000047683943194,201110
0.10980392156862745,0.1411764705882353,0.16470588235294117,28.0,36.0,42.0,2933.013985700539,511484
0.12156862745098039,0.23921568627450981,0.1607843137254902,31.0,61.0,41.0,10581.050454380293,23256
0.058823529411764705,0.13333333333333333,0.2,15.0,34.0,51.0,8.000038147154555,452137
0.10980392156862745,0.1803921568627451,0.2196078431372549,28.0,46.0,56.0,1066.0050831083445,298377
0.050980392156862744,0.19215686274509805,0.19607843137254902,13.0,49.0,50.0,2.000009536788639,164354
0.09803921568627451,0.2196078431372549,0.2235294117647059,25.0,56.0,57.0,28.000133515040943,124376
0.26666666666666666,0.2784313725490196,0.2823529411764706,68.0,71.0,72.0,3761.0179339310353,534024
0.3254901960784314,0.30196078431372547,0.2784313725490196,83.0,77.0,71.0,1716.008182564652,392579
0.29411764705882354,0.3176470588235294,0.30980392156862746,75.0,81.0,79.0,282.00134468719807,190829
0.3254901960784314,0.3215686274509804,0.2901960784313726,83.0,82.0,74.0,1538.0073337904632,637507
0.30980392156862746,0.2980392156862745,0.3254901960784314,79.0,76.0,83.0,2035.00970368244,473777
0.34901960784313724,0.2901960784313726,0.3254901960784314,89.0,74.0,83.0,416.00198365203687,909804
0.2901960784313726,0.32941176470588235,0.34901960784313724,74.0,84.0,89.0,2018.0096226197365,384608
0.34509803921568627,0.3333333333333333,0.3137254901960784,88.0,85.0,80.0,2489.011868533461,425286
0.5411764705882353,0.6470588235294118,0.6823529411764706,138.0,165.0,174.0,954.0045490481807,490105
0.5725490196078431,0.6274509803921569,0.6784313725490196,146.0,160.0,173.0,3739.0178290263602,1045443
0.5529411764705883,0.7019607843137254,0.6705882352941176,141.0,179.0,171.0,4.000019073577278,174612
0.6196078431372549,0.7254901960784313,0.6745098039215687,158.0,185.0,172.0,57.000271798476206,680661
0.5529411764705883,0.6313725490196078,0.6941176470588235,141.0,161.0,177.0,568.0027084479734,971554
0.6,0.6705882352941176,0.7019607843137254,153.0,171.0,179.0,7848.037422358619,540675
0.5450980392156862,0.6862745098039216,0.7254901960784313,139.0,175.0,185.0,11.000052452337513,174607
0.6196078431372549,0.6862745098039216,0.6980392156862745,158.0,175.0,178.0,742.003538148585,524967
0.5490196078431373,0.3843137254901961,0.3843137254901961,140.0,98.0,98.0,1208.0057602203378,993613
0.611764705882353,0.42745098039215684,0.4,156.0,109.0,102.0,4414.021047692526,963837
0.5450980392156862,0.4745098039215686,0.4117647058823529,139.0,121.0,105.0,1339.0063848799937,347407
0.6078431372549019,0.48627450980392156,0.43137254901960786,155.0,124.0,110.0,3560.016975483777,922138
0.5058823529411764,0.403921568627451,0.44313725490196076,129.0,103.0,113.0,267.0012731612833,995972
0.5843137254901961,0.4235294117647059,0.4392156862745098,149.0,108.0,112.0,148.00070572235927,926880
0.5098039215686274,0.4549019607843137,0.4392156862745098,130.0,116.0,112.0,830.0039577672851,886170
0.6078431372549019,0.4745098039215686,0.4980392156862745,155.0,121.0,127.0,1952.0093079057115,970240
0.5058823529411764,0.2627450980392157,0.11764705882352941,129.0,67.0,30.0,302.00144005508446,864077
0.6235294117647059,0.3333333333333333,0.08235294117647059,159.0,85.0,21.0,5.000023841971597,782081
0.5019607843137255,0.2627450980392157,0.2,128.0,67.0,51.0,2288.010910086203,1019020
0.6274509803921569,0.3607843137254902,0.1607843137254902,160.0,92.0,41.0,44.00020980935005,858751
0.5686274509803921,0.42745098039215684,0.24313725490196078,145.0,109.0,62.0,310.001478202239,893707
0.7176470588235294,0.47843137254901963,0.24705882352941178,183.0,122.0,63.0,383.00182629502433,835231
0.5019607843137255,0.5294117647058824,0.5372549019607843,128.0,135.0,137.0,2055.0097990503264,899652
0.615686274509804,0.5529411764705883,0.5098039215686274,157.0,141.0,130.0,1105.005269075723,925215
0.5411764705882353,0.6078431372549019,0.5058823529411764,138.0,155.0,129.0,563.0026846060018,580735
0.615686274509804,0.592156862745098,0.5529411764705883,157.0,151.0,141.0,1481.007061991987,337181
0.5137254901960784,0.5411764705882353,0.5647058823529412,131.0,138.0,144.0,1363.0064993214573,315873
0.5607843137254902,0.5137254901960784,0.5725490196078431,143.0,131.0,146.0,597.0028467314087,975147
0.5294117647058824,0.592156862745098,0.5803921568627451,135.0,151.0,148.0,2233.010647824515,393714
0.6078431372549019,0.5725490196078431,0.6,155.0,146.0,153.0,2969.0141573627343,808018
0.396078431372549,0.2627450980392157,0.17647058823529413,101.0,67.0,45.0,434.0020694831346,885415
0.45098039215686275,0.2980392156862745,0.1803921568627451,115.0,76.0,46.0,541.0025797013268,737964
0.41568627450980394,0.3686274509803922,0.1843137254901961,106.0,94.0,47.0,10.000047683943194,714454
0.49411764705882355,0.3176470588235294,0.16862745098039217,126.0,81.0,43.0,21.000100136280707,190782
0.40784313725490196,0.27058823529411763,0.24705882352941178,104.0,69.0,63.0,4994.023813361231,982637
0.47843137254901963,0.28627450980392155,0.19215686274509805,122.0,73.0,49.0,1676.0079918288793,744157
0.41568627450980394,0.34509803921568627,0.23529411764705882,106.0,88.0,60.0,3206.015287472188,49155
0.4470588235294118,0.34509803921568627,0.24705882352941178,114.0,88.0,63.0,1142.0054455063128,671047
0.24313725490196078,0.12941176470588237,0.058823529411764705,62.0,33.0,15.0,156.00074386951383,867117
0.2196078431372549,0.24313725490196078,0.058823529411764705,56.0,62.0,15.0,1.0000047683943194,922599
0.1803921568627451,0.13333333333333333,0.09803921568627451,46.0,34.0,25.0,7245.034547016844,726455
0.19607843137254902,0.1450980392156863,0.11764705882352941,50.0,37.0,30.0,4437.021157365595,560406
0.12941176470588237,0.23137254901960785,0.12156862745098039,33.0,59.0,31.0,22.000104904675027,95203
0.23921568627450981,0.24705882352941178,0.06274509803921569,61.0,63.0,16.0,3.000014305182958,929786
0.3843137254901961,0.43137254901960786,0.396078431372549,98.0,110.0,101.0,2133.0101709850833,384451
0.49411764705882355,0.42745098039215684,0.4196078431372549,126.0,109.0,107.0,982.0046825632216,320091
0.41568627450980394,0.47058823529411764,0.43137254901960786,106.0,120.0,110.0,426.00203133598006,652945
0.4549019607843137,0.44313725490196076,0.4196078431372549,116.0,113.0,107.0,1122.0053501384264,280863
0.396078431372549,0.4,0.4392156862745098,101.0,102.0,112.0,1375.0065565421892,455328
0.49019607843137253,0.42745098039215684,0.4549019607843137,125.0,109.0,116.0,813.0038767045817,903665
0.43529411764705883,0.45098039215686275,0.45098039215686275,111.0,115.0,115.0,1940.0092506849796,526863
0.47843137254901963,0.48627450980392156,0.4745098039215686,122.0,124.0,121.0,2071.0098753446355,239895
0.1803921568627451,0.27058823529411763,0.11372549019607843,46.0,69.0,29.0,602.0028705733803,678909
0.2235294117647059,0.30980392156862746,0.11764705882352941,57.0,79.0,30.0,5840.027847422825,770036
0.24705882352941178,0.34901960784313724,0.11764705882352941,63.0,89.0,30.0,4101.019555185104,500684
0.25098039215686274,0.3333333333333333,0.13333333333333333,64.0,85.0,34.0,5633.026860365201,787428
0.2980392156862745,0.3254901960784314,0.13725490196078433,76.0,83.0,35.0,101.00048160782626,727824
0.26666666666666666,0.36470588235294116,0.15294117647058825,68.0,93.0,39.0,11298.05387331902,575462
0.2823529411764706,0.37254901960784315,0.15294117647058825,72.0,95.0,39.0,449.0021410090494,546710
0.25098039215686274,0.3411764705882353,0.16470588235294117,64.0,87.0,42.0,2206.0105190778686,638892
0.28627450980392155,0.3411764705882353,0.17254901960784313,73.0,87.0,44.0,34.00016212540686,269321
0.25882352941176473,0.34901960784313724,0.1607843137254902,66.0,89.0,41.0,15225.072598803512,652157
0.2980392156862745,0.37254901960784315,0.17254901960784313,76.0,95.0,44.0,5368.0255967407065,582482
0.6235294117647059,0.5098039215686274,0.5215686274509804,159.0,130.0,133.0,1302.0062084494039,973114
0.7019607843137254,0.5490196078431373,0.5176470588235295,179.0,140.0,132.0,748.0035667589509,989399
